Date,Open,High,Low,Close,Volume
2013-04-08,7706.0,7677.0,7653.0,7666.0,5532.0
2013-04-07,7882.0,7706.0,7706.0,7706.0,1000.0
2013-04-04,7913.0,7905.0,7882.0,7882.0,4048.0
2013-04-03,7868.0,7926.0,7909.0,7913.0,6014.0
2013-04-02,7781.0,7876.0,7825.0,7868.0,4803.0
2013-03-28,7794.0,7799.0,7773.0,7781.0,593.0
2013-03-27,7950.0,7950.0,7764.0,7794.0,1357.0
2013-03-24,7913.0,7960.0,7880.0,7880.0,1249.0
2013-03-21,7970.0,7970.0,7896.0,7913.0,1965.0
2013-03-20,7910.0,8008.0,7910.0,7986.0,4496.0
2013-03-19,7945.0,7990.0,7939.0,7975.0,1474.0
2013-03-18,8000.0,7958.0,7922.0,7945.0,6394.0
2013-03-17,8010.0,8010.0,8000.0,8000.0,1387.0
2013-03-14,7938.0,8036.0,7996.0,8036.0,7224.0
2013-03-13,7976.0,7941.0,7929.0,7938.0,765.0
2013-03-12,7957.0,7979.0,7953.0,7976.0,4659.0
2013-03-11,7910.0,7961.0,7949.0,7957.0,3703.0
2013-03-10,7910.0,,,7910.0,0.0
2013-03-07,7956.0,7922.0,7906.0,7910.0,11097.0
2013-03-06,7804.0,7974.0,7894.0,7956.0,50196.0
2013-03-05,7645.0,7804.0,7798.0,7804.0,843.0
2013-03-04,7660.0,7670.0,7636.0,7645.0,2193.0
2013-03-03,7707.0,7700.0,7660.0,7670.0,1160.0
2013-02-28,7680.0,7728.0,7680.0,7707.0,969.0
2013-02-27,7623.0,7604.0,7577.0,7591.0,4405.0
2013-02-26,7803.0,7625.0,7603.0,7623.0,2935.0
2013-02-25,7566.0,7820.0,7566.0,7803.0,5072.0
2013-02-21,7733.0,7620.0,7542.0,7566.0,2560.0
2013-02-20,7750.0,7755.0,7733.0,7733.0,2480.0
2013-02-19,7615.0,7697.0,7615.0,7688.0,5823.0
2013-02-18,7620.0,7590.0,7587.0,7589.0,382.0
2013-02-17,7620.0,,,7620.0,
2013-02-14,7664.0,7683.0,7586.0,7620.0,7909.0
2013-02-13,7623.0,7685.0,7646.0,7664.0,1317.0
2013-02-12,7628.0,7625.0,7598.0,7623.0,3926.0
2013-02-11,7611.0,7642.0,7608.0,7628.0,3306.0
2013-02-10,7583.0,7680.0,7590.0,7611.0,786.0
2013-02-07,7564.0,7594.0,7573.0,7583.0,562.0
2013-02-06,7622.0,7639.0,7415.0,7564.0,2847.0
2013-02-05,7727.0,7727.0,7601.0,7622.0,914.0
2013-02-04,7749.0,7804.0,7680.0,7727.0,3543.0
2013-02-03,7749.0,,,7749.0,
2013-01-31,7792.0,7792.0,7739.0,7749.0,5142.0
2013-01-30,7792.0,7828.0,7792.0,7815.0,2399.0
2013-01-29,7812.0,7812.0,7781.0,7792.0,2956.0
2013-01-28,7812.0,7834.0,7812.0,7827.0,3898.0
2013-01-27,7839.0,7880.0,7800.0,7812.0,1164.0
2013-01-24,7679.0,7683.0,7654.0,7679.0,3886.0
2013-01-23,7703.0,7692.0,7672.0,7679.0,2507.0
2013-01-21,7664.0,7706.0,7690.0,7703.0,11978.0
2013-01-20,7713.0,7680.0,7660.0,7664.0,1494.0
2013-01-17,7626.0,7729.0,7640.0,7713.0,4256.0
2013-01-16,7641.0,7642.0,7624.0,7626.0,3208.0
2013-01-15,7720.0,7712.0,7627.0,7641.0,3063.0
2013-01-14,7681.0,7742.0,7694.0,7720.0,3290.0
2013-01-13,7715.0,7720.0,7680.0,7681.0,901.0
2013-01-10,7676.0,7716.0,7706.0,7715.0,1585.0
2013-01-09,7756.0,7756.0,7670.0,7676.0,1454.0
2013-01-08,7710.0,7715.0,7691.0,7701.0,2512.0
2013-01-07,7729.0,7736.0,7702.0,7710.0,2565.0
2013-01-06,7729.0,,,7729.0,
2013-01-03,7746.0,7737.0,7728.0,7729.0,1680.0
2013-01-02,7692.0,7757.0,7704.0,7746.0,5512.0
2013-01-01,7590.0,7730.0,7650.0,7692.0,1980.0
2012-12-31,7580.0,7590.0,7520.0,7590.0,4733.0
2012-12-30,7643.0,7643.0,7530.0,7580.0,988.0
2012-12-27,7621.0,7645.0,7619.0,7643.0,6464.0
2012-12-26,7600.0,7621.0,7540.0,7580.0,5720.0
2012-12-25,7620.0,7625.0,7620.0,7621.0,1027.0
2012-12-24,7630.0,7635.0,7585.0,7614.0,2217.0
2012-12-23,7630.0,7630.0,7630.0,7630.0,524.0
2012-12-20,7640.0,7640.0,7637.0,7638.0,415.0
2012-12-19,7608.0,7650.0,7632.0,7640.0,1249.0
2012-12-18,7574.0,7625.0,7600.0,7608.0,1323.0
2012-12-17,7530.0,7575.0,7573.0,7574.0,116.0
2012-12-16,7544.0,7540.0,7530.0,7530.0,1356.0
2012-12-13,7590.0,7590.0,7540.0,7544.0,2737.0
2012-12-12,7545.0,7594.0,7576.0,7590.0,2097.0
2012-12-11,7464.0,7551.0,7501.0,7545.0,6061.0
2012-12-10,7539.0,7476.0,7433.0,7464.0,4076.0
2012-12-09,7492.0,7539.0,7539.0,7539.0,136.0
2012-12-06,7422.0,7513.0,7476.0,7492.0,3344.0
2012-12-05,7433.0,7446.0,7419.0,7422.0,1904.0
2012-12-04,7440.0,7428.0,7397.0,7397.0,24223.0
2012-12-03,7376.0,7446.0,7394.0,7440.0,13352.0
2012-12-02,7361.0,7430.0,7360.0,7376.0,352.0
2012-11-29,7281.0,7367.0,7359.0,7361.0,3620.0
